SCHOOLCODE,SCHOOLNAME,LON,LAT,LEVELTEXT,LEVEL,CLUSTER,WARD,FORTYFORTY,YEAR,ATRISKPCT,ATRISKENROLLMENT,ECEENROLLMENT,ELLENROLLMENT,SPEDENROLLMENT,TOTALENROLLMENT,AMT_ENROLLMENT,AMT_SPED,AMT_ELL,AMT_ASPECR,AMT_TITLE,AMT_SPECIALTY,AMT_PPFM,AMT_STABILIZATION,AMT_ATRISK_ENROLLMENT,AMT_ATRISK_SPED,AMT_ATRISK_ELL,AMT_ATRISK_SPECIALTY,AMT_ATRISK_ASPECR,AMT_ATRISK_STABILIZATION,AMT_ATRISK_FLEX,AMT_ATRISK,AMT_TOTAL
175,School-Within-School,-76.99318302,38.89756466,Elementary,es,1,6,FALSE,2016,0.07,20,77,1,57,291,2355370.696,886759.2489,0,0,6200,0,0,0,2500,46520,0,0,0,0,0,49020,3297349.945
466,School Without Walls HS,-77.04818647,38.89812379,High,hs,9,2,FALSE,2016,0.15,88,0,2,5,588,3905913.823,279120,8462.390706,0,14750,407269,516227.9862,0,76489.8,0,0,88167,0,0,0,164656.8,5296400
409,School Without Walls @ Francis-Stevens EC,-77.052321,38.90746917,Education Campus,campus,9,2,FALSE,2016,0.26,114,80,25,76,439,4145598.434,1144778.686,93040,72042.4775,79323.54857,0,0,0,221845.4,0,0,0,0,0,0,221845.4,5756628.546
309,Seaton ES,-77.02488247,38.91061836,Elementary,es,4,6,FALSE,2016,0.5,163,111,132,52,326,3098982.929,819138.6857,558240,84814.737,127975.4562,0,0,0,92584,0,93040,0,0,0,65876.92791,251500.9279,4940652.735
313,Shepherd ES,-77.03399523,38.98460295,Elementary,es,1,4,FALSE,2016,0.19,62,55,7,25,326,2852221.473,279120,29677.29191,0,7950,0,0,2785.619182,60648.72791,0,0,0,0,0,0,60648.72791,3232403.112
315,Simon ES,-77.000195,38.8359802,Elementary,es,4,8,TRUE,2016,0.77,236,52,4,27,307,2596716.696,279120,16923.09786,0,127099.4257,0,0,0,350295.2279,46520,0,0,0,0,0,396815.2279,3416674.447
322,Smothers ES,-76.93846864,38.8935537,Elementary,es,5,7,TRUE,2016,0.74,212,71,6,39,286,2654084.806,559679.6245,25387.17212,0,119215.151,0,0,0,273465,139560,0,0,0,0,0,413025,3771391.754
427,Sousa MS,-76.95315885,38.88389408,Middle,ms,7,7,FALSE,2016,0.74,192,0,0,60,260,2273985.46,745759.6245,0,0,123157.2883,15000,0,7112.975914,362126,0,0,0,0,0,0,362126,3527141.349
319,Stanton ES,-76.96849023,38.85927177,Elementary,es,2,8,TRUE,2016,0.87,469,85,0,70,539,4409847.374,744320,0,0,250694.7292,0,0,26591.01436,322186.4279,0,0,500000,0,0,0,822186.4279,5753639.546
321,Stoddert ES,-77.0790738,38.92304431,Elementary,es,5,3,FALSE,2016,0.04,17,20,75,14,420,3684123.601,186080,325640,0,10450,0,0,0,2000,46520,0,0,0,0,0,48520,4254813.601
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2016,0.34,145,0,3,65,427,3338611.053,721779.8122,12696.74273,0,98134.23532,0,0,0,278725,0,0,0,0,0,0,278725,4449946.843
324,Takoma EC,-77.02279493,38.97504254,Education Campus,campus,6,4,FALSE,2016,0.43,206,76,120,76,478,3746577.714,1029198.498,604760,117060.9965,191950.6843,0,0,0,383575.5,0,0,0,0,0,0,383575.5,6073123.392
325,Thomas ES,-76.95211091,38.90127864,Elementary,es,1,7,TRUE,2016,0.72,305,97,6,54,424,3529559.063,886759.2489,25383.38412,0,177058.1654,0,0,0,342276,46520,0,0,0,0,128401.1279,517197.1279,5135956.989
326,Thomson ES,-77.02843003,38.903496,Elementary,es,1,2,FALSE,2016,0.46,126,64,147,47,273,2569442.511,372160,697800,110359.256,117901.1052,0,0,0,160196.1279,0,46520,0,0,0,0,206716.1279,4074379
327,Truesdell EC,-77.02507158,38.95396836,Education Campus,campus,6,4,FALSE,2016,0.55,314,105,250,85,570,4512340.099,930400,1256040,48373.605,228330.9509,0,0,0,588270,0,0,0,0,0,0,588270,7563754.655
328,Tubman ES,-77.0294433,38.92919824,Elementary,es,4,1,FALSE,2016,0.61,306,76,173,80,501,4075815.514,955819.4367,744320,0,216066.5236,0,0,0,331117.1279,93040,93040,0,0,0,0,517197.1279,6509218.602
329,Turner ES,-76.98030993,38.84763494,Elementary,es,1,8,TRUE,2016,0.85,358,92,0,45,421,3611015.237,792279.6245,0,0,170049.9212,0,0,0,578875.3279,46520,0,0,0,0,0,625395.3279,5198740.111
330,Tyler ES,-76.99204166,38.88108402,Elementary,es,3,6,TRUE,2016,0.46,247,138,11,90,538,4398502.806,1192738.31,46569.24399,46497.9585,226578.8899,0,0,0,275727,93040,0,0,0,0,39906.32791,408673.3279,6319560.536
332,Walker-Jones EC,-77.01391586,38.90419176,Education Campus,campus,5,6,TRUE,2016,0.75,363,85,11,113,484,3742162.838,1399918.873,46577.24088,110359.256,201612.02,0,0,0,539649.3,139560,0,0,0,0,0,679209.3,6179839.529
474,Washington Metropolitan HS,-77.01558467,38.92042978,High,hs,8,1,TRUE,2016,NA,NA,0,1,46,251,2286761.07,857493.5422,0,40460,106049.6931,0,0,275896.6684,0,0,0,0,0,0,0,0,3566660.974
333,Watkins ES,-76.98999677,38.88346667,Elementary,es,2,6,FALSE,2016,0.2,96,0,4,31,482,3576124.696,418680,16928.14852,59270.218,89320.83853,0,0,250376.6993,105040,93040,0,0,0,0,0,198080,4608780.6
336,West EC,-77.03225306,38.95136708,Education Campus,campus,6,4,FALSE,2016,0.42,117,62,28,32,278,2855262.883,465200,139560,59270.218,115711.0289,0,0,0,174400,46520,0,0,0,0,0,220920,3855924.13
335,Wheatley EC,-76.98850077,38.90411741,Education Campus,campus,5,5,TRUE,2016,0.79,362,69,7,66,458,3664428.715,837360,29640.46414,0,200735.9895,0,0,0,627419.7279,0,0,0,0,0,0,627419.7279,5359584.896
338,Whittier EC,-77.0192386,38.96585694,Education Campus,campus,6,4,FALSE,2016,0.61,213,54,42,76,349,3281187.711,1350992.228,186080,72042.4775,152066.2955,0,0,0,404320,0,0,0,0,0,0,404320,5446688.712
463,Wilson HS,-77.0777752,38.95015581,High,hs,8,3,FALSE,2016,0.31,582,0,112,236,1878,11885193.51,2631979.061,558240,0,44700,0,0,0,1016152.2,0,0,0,72828,0,0,1088980.2,16209092.77
464,"Woodson, H.D. HS",-76.92232214,38.89678282,High,hs,9,7,TRUE,2016,0.78,454,0,6,160,582,4594566.201,2552819.688,25393.48545,72828,277413.6602,0,0,0,667608.3,0,0,180000,0,0,0,847608.3,8190629.335
861,Youth Services Center,-76.98858584,38.91213926,Alternative,other,8,5,FALSE,2016,NA,NA,0,1,32,73,990637.9244,604760,0,8092,1900,0,0,60423.81873,0,0,0,0,0,0,0,0,1665813.743
304,River Terrace Special Education Center,-76.95752,38.89495,Special Education Center,other,6,7,FALSE,2016,0.45,49,0,11,110,108,1217610.512,2269896.432,46531.78489,33725.699,46892.63292,0,0,0,10621,0,0,0,0,0,81062.9,91683.9,3706340.961
331,Van Ness ES,-76.99914,38.87675,Elementary,es,3,6,FALSE,2016,0.25,28,70,0,6,110,1557988.535,186080,0,0,2750,0,0,0,9265,0,0,0,0,0,43125.8,52390.8,1799209.335
347,Brookland MS,-76.99182,38.93741,Middle,ms,7,5,FALSE,2016,0.45,101,0,0,55,224,1952679.352,745759.6245,0,0,97289.38792,400000,0,0,198705,0,0,0,0,0,0,198705,3394433.364
349,Dorothy Height ES,-77.03087,38.94452,Elementary,es,1,4,FALSE,2016,0.44,260,155,177,60,590,4198053.685,602353.3545,744320,0,116764.7694,0,0,0,79235,139560,93040,0,0,0,181918,493753,6155244.809
220,Burroughs ES,-76.97845637,38.93350233,Elementary,es,6,5,FALSE,2016,0.54,135,63,14,45,250,2433512.982,888198.8734,93040,59270.218,128851.4867,0,0,0,79125,0,0,100000,0,0,19985.12791,199110.1279,3801983.688
262,Langdon ES,-76.97708186,38.92470383,Elementary,es,6,5,FALSE,2016,0.56,146,58,18,27,261,2507173.511,466639.6245,93040,0,147686.1429,0,0,0,99736.5,0,0,0,0,0,119955.7279,219692.2279,3434231.507
219,Bunker Hill ES,-76.98499564,38.94201213,Elementary,es,6,5,FALSE,2016,0.48,72,34,13,14,150,1722813.312,210060,46633.63998,33725.699,67066.33492,0,0,143114.81,34719.2,0,0,100000,0,0,0,134719.2,2358132.996
290,Noyes ES,-76.99184288,38.92517765,Elementary,es,6,5,TRUE,2016,0.65,139,43,12,65,214,2124834.423,886759.2489,50857.68023,0,125347.3646,0,0,0,186391,0,0,0,0,0,20203.52791,206594.5279,3394393.244
458,McKinley Technology HS,-77.00488219,38.9152101,High,hs,8,5,FALSE,2016,0.37,239,0,11,12,646,4305880.431,442659.8122,25408.63745,0,151180.9903,1680585.039,0,0,447192.9,0,0,0,0,0,0,447192.9,7052907.81
435,McKinley MS,-77.00412244,38.91521979,Middle,ms,8,5,FALSE,2016,0.59,148,0,11,46,250,1977645.169,695393.3545,21160.18565,0,65350.22809,0,0,0,275051.7,0,0,0,0,0,0,275051.7,3034600.637
202,Aiton ES,-76.93370092,38.89700148,Elementary,es,4,7,TRUE,2017,0.88,236,79,1,47,268,2499672,660417,4264,57728,108445,0,0,0,428338.3222,21949.25,0,0,0,0,0,450288,3780814
203,Amidon-Bowen ES,-77.0181253,38.87951507,Elementary,es,3,6,TRUE,2017,0.72,255,61,5,84,355,3020358,848803,19543,9676,148098,0,0,0,19832.5,234513.7372,0,0,72991.89541,0,159201.8674,486540,4533018
450,Anacostia HS,-76.98307725,38.87008373,High,hs,8,8,TRUE,2017,0.93,531,0,0,175,573,4694247,3280819,0,0,250641,0,0,0,916044,0,0,0,97104,0,0,1013148,9238855
452,Ballou HS,-77.00097526,38.83938233,High,hs,8,8,TRUE,2017,0.89,942,0,4,266,1058,6860942,3455359,17056,0,388622,0,0,0,1552938.409,93805.49486,0,0,80920,0,69672.09624,1797336,12748461
462,Ballou STAY,-77.00097526,38.83938233,STAY,other,8,8,FALSE,2017,NA,NA,0,0,43,575,3183315,375222,0,0,12325,0,0,0,0,0,0,0,0,0,0,0,3570862
204,Bancroft ES,-77.04055344,38.93431802,Elementary,es,3,1,FALSE,2017,0.37,194,105,297,49,521,4066236,682366,1313277,91258,216469,0,0,0,166190.5553,0,187610.9897,0,16350.45499,0,0,370152,6739758
205,Barnard ES,-77.01777708,38.94823061,Elementary,es,5,4,FALSE,2017,0.51,325,139,140,75,642,4677607,1190782,656638,121478,264578,0,0,0,365584.8993,0,93805.49486,0,160709.9118,0,0,620100,7531184
206,Beers ES,-76.95560475,38.86434951,Elementary,es,2,7,FALSE,2017,0.58,250,87,2,85,434,3506981,1336043,8528,0,182718,0,0,0,257521.0302,46902.74743,0,0,0,0,172576.2224,477000,5511270
402,Benjamin Banneker HS,-77.02397697,38.92383242,High,hs,9,1,FALSE,2017,0.25,126,0,4,0,496,3391093,93805,18477,0,188620,690480,0,0,227590.6958,0,0,0,0,0,12817.30424,240408,4622883
212,Brent ES,-77.00145985,38.88480087,Elementary,es,4,6,FALSE,2017,0.08,33,64,3,27,404,3350521,422125,10660,0,9600,0,0,0,62964,0,0,0,0,0,0,62964,3855869
213,Brightwood EC,-77.03068885,38.96053539,Education Campus,campus,6,4,FALSE,2017,0.53,386,84,363,71,728,5271217,797347,1761130,88844,296643,0,0,0,564546.7331,0,140707.5,0,31233.7669,0,0,736488,8951669
404,Browne EC,-76.97066706,38.90259855,Education Campus,campus,6,5,TRUE,2017,0.75,249,69,22,61,331,3485916,900259,93805,53600,139245,0,0,0,470963.5954,0,0,0,4128.477027,0,0,475092,5147917
296,Bruce-Monroe ES @ Park View,-77.02118567,38.93441376,Elementary,es,3,1,FALSE,2017,0.52,249,95,277,52,475,4091070,750444,1219471,24630,196208,0,0,0,167093.2861,0,187610.9897,0,120387.9156,0,0,475092,6756915
221,Burrville ES,-76.92445918,38.90056543,Elementary,es,4,7,FALSE,2017,0.73,241,104,2,20,331,3084782,375222,9949,5278,135873,0,0,0,278849.7945,0,0,0,39980.12477,0,140998.0807,459828,4070932
247,C.W. Harris ES,-76.9261155,38.8835985,Elementary,es,4,7,TRUE,2017,0.74,222,55,0,71,300,2546152,1175996,0,0,122779,0,0,0,303123.9604,46902.74743,0,0,0,0,73549.2922,423576,4268503
360,Capitol Hill Montessori,-77.0025627,38.89852997,Education Campus,campus,2,6,FALSE,2017,0.12,44,115,4,16,373,3306988,281416,17056,0,8250,0,0,0,83951.71236,0,0,0,0,0,0,83952,3697662
454,Cardozo EC,-77.02847079,38.9221722,Education Campus,campus,8,1,TRUE,2017,0.82,638,0,396,210,778,6689482,3188727,2050396,0,327443,0,0,0,1168752,0,0,0,48552,0,0,1217304,13473353
947,CHOICE Academy,-77.00677595,38.91350276,Alternative,other,7,5,FALSE,2017,NA,NA,0,8,4,100,823617,187611,34111,0,50,0,0,0,0,0,0,0,0,0,0,0,1045389
224,Cleveland ES,-77.02270718,38.91514495,Elementary,es,3,1,FALSE,2017,0.49,161,79,46,31,326,2879049,491916,187611,14263,132922,0,0,0,157448.1172,46902.74743,46902.5,0,55934.95779,0,0,307188,4012949
442,Columbia Heights EC (CHEC),-77.03585831,38.92954443,Education Campus,campus,9,1,FALSE,2017,0.64,908,0,458,137,1418,8377643,1809746,2223494,0,506767,453804,0,0,1477743,0,202123,0,52598,0,0,1732464,15103919
455,Coolidge HS,-77.01957825,38.96728422,High,hs,9,4,TRUE,2017,0.83,319,0,66,96,385,3558676,1958436,281416,37986,161192,0,0,0,606178.1463,0,0,0,2474,0,0,608652,6724146
405,Deal MS,-77.07519907,38.95289641,Middle,ms,7,3,FALSE,2017,0.07,102,0,62,113,1380,8486178,1407082,281416,0,33525,0,2014575,0,194616.4203,0,0,0,0,0,0,194616,12417393
231,Drew ES,-76.91992701,38.89599364,Elementary,es,2,7,TRUE,2017,0.77,202,49,0,43,263,2350996,661192,0,21561,102543,0,0,0,336778.5,0,0,0,48637.14494,0,0,385416,3521707
467,Dunbar HS,-77.01469386,38.90852322,High,hs,9,5,TRUE,2017,0.76,504,0,13,150,662,5286569,2306216,93805,0,271745,0,0,0,904988,0,0,0,56644,0,0,961632,8919967
457,Eastern HS,-76.97968429,38.89040233,High,hs,9,6,FALSE,2017,0.73,723,0,5,278,995,5851047,3141236,23214,0,405088,0,0,152561,1145977.233,46902.74743,0,0,60690,0,25021.01982,1379484,10952631
232,Eaton ES,-77.06582114,38.93272674,Elementary,es,5,3,FALSE,2017,0.06,28,35,43,34,477,3602054,422125,187611,0,11950,0,17837,0,53423.9755,0,0,0,0,0,0,53424,4295001
471,Ellington School of the Arts,-77.07030757,38.91344604,Art,hs,8,2,FALSE,2017,0.31,163,0,1,25,534,3355125,422125,5685,0,13125,2684933,0,0,311004.0979,0,0,0,0,0,0,311004,6791997
407,Eliot-Hine MS,-76.97897792,38.89243116,Middle,ms,7,6,TRUE,2017,0.7,132,0,0,61,188,2137601,1136486,0,0,86920,0,0,125930,251856,0,0,0,0,0,0,251856,3738793
238,Garfield ES,-76.97080478,38.85173304,Elementary,es,1,8,TRUE,2017,0.84,263,51,2,43,312,2770000,857909,8528,0,134186,0,0,0,300984.2543,93805.49486,0,0,0,0,0,501804,4272427
239,Garrison ES,-77.02861256,38.91390096,Elementary,es,3,2,FALSE,2017,0.48,113,79,34,59,237,2377449,1096976,187611,52705,101278,0,0,0,138738.4948,46902.74743,0,0,29963,0,0,215604,4031624
227,H.D. Cooke ES,-77.03881058,38.92394275,Elementary,es,1,1,TRUE,2017,0.56,226,86,149,43,403,3578084,632624,750444,75263,164986,0,0,0,411333.155,0,0,0,19874.99626,0,0,431208,5632610
246,Hardy MS,-77.0686139,38.9155087,Middle,ms,7,2,FALSE,2017,0.23,93,0,34,42,403,3313663,712648,187611,0,73620,0,0,0,177443.509,0,0,0,0,0,0,177444,4464986
413,Hart MS,-76.99717875,38.83773754,Middle,ms,7,8,TRUE,2017,0.87,297,0,2,86,340,2915118,1511708,8528,0,160349,0,0,1318814,566675.923,0,0,0,0,0,0,566676,6481193
258,Hearst ES,-77.07195522,38.94072231,Elementary,es,4,3,FALSE,2017,0.1,31,41,26,43,315,2703376,811006,93805,0,7900,0,0,0,12245.25257,46902.74743,0,0,0,0,0,59148,3675236
249,Hendley ES,-76.99918485,38.82898558,Elementary,es,1,8,FALSE,2017,0.91,435,67,0,64,479,3831414,679527,0,107608,196208,0,0,0,689271.6995,140708.2423,0,0,0,0,0,829980,5644737
251,Houston ES,-76.92994765,38.90541499,Elementary,es,2,7,FALSE,2017,0.8,224,60,4,48,280,2275149,977443,15634,0,114347,0,0,0,175601.457,46902.74743,187610,0,0,0,17277.79553,427392,3809965
252,Hyde-Addison ES,-77.06453782,38.90801923,Elementary,es,5,2,FALSE,2017,0.05,18,52,12,17,336,2867084,328319,93805,0,7925,0,0,0,13933.573,0,0,0,0,0,20410.427,34344,3331477
950,Incarcerated Youth Program,-76.97637892,38.88343057,Alternative,other,8,7,FALSE,2017,NA,NA,0,8,19,28,537412,515930,34111,8092,850,112547,0,0,0,0,0,0,0,0,0,0,1208942
339,J.O. Wilson ES,-76.99658902,38.90275767,Elementary,es,3,6,FALSE,2017,0.48,249,113,5,71,518,4219416,968336,22030,12315,209723,0,0,0,293814.9839,0,0,0,157642.9578,0,23634.05832,475092,5906913
254,Janney ES,-77.08099483,38.94755009,Elementary,es,5,3,FALSE,2017,0.02,15,78,28,45,734,5039961,562833,93805,0,18275,0,858978,0,28620,0,0,0,0,0,0,28620,6602473
433,Jefferson MS,-77.02291066,38.8798706,Middle,ms,7,6,FALSE,2017,0.62,172,0,3,74,277,2331212,968336,11370,0,114347,0,0,410517,328176,0,0,0,0,0,0,328176,4163958
416,Johnson MS,-76.98370368,38.85133657,Middle,ms,7,8,TRUE,2017,0.88,249,0,0,67,282,2532462,1127380,0,0,121092,0,0,0,475092.0427,0,0,0,0,0,0,475092,4256026
421,Kelly Miller MS,-76.93245507,38.89331503,Middle,ms,7,7,TRUE,2017,0.7,306,0,9,75,436,3515590,1436238,38375,0,187355,0,0,364175,583848,0,0,0,0,0,0,583848,6125581
257,Ketcham ES,-76.98362116,38.86604236,Elementary,es,3,8,TRUE,2017,0.87,276,67,4,34,317,2687586,538819,17056,11435,129971,0,0,0,230541.9335,93805.49486,0,0,58762.60366,0,143497.968,526608,3911474
272,Key ES,-77.10052732,38.9268015,Elementary,es,2,3,FALSE,2017,0.03,11,39,22,30,407,3247182,422125,93805,0,9650,0,0,0,20987.6609,0,0,0,0,0,0,20988,3793751
259,Kimball ES,-76.95757271,38.88308276,Elementary,es,3,7,TRUE,2017,0.81,288,66,0,54,354,3049204,375222,0,14074,148098,0,0,0,107766.337,187610.9897,0,0,81063.66604,0,173063.0073,549504,4136103
344,"King, M.L. ES",-76.99823899,38.84244285,Elementary,es,1,8,TRUE,2017,0.88,362,87,3,46,411,3514917,562833,11370,50479,165408,0,0,0,647651.1111,0,0,0,19719.43482,0,23325.45412,690696,4995703
417,Kramer MS,-76.98017131,38.87128607,Middle,ms,7,8,TRUE,2017,0.89,218,0,2,55,244,2179548,1007846,8528,0,103386,0,0,617225,415943.6498,0,0,0,0,0,0,415944,4332477
261,Lafayette ES,-77.06803712,38.96662722,Elementary,es,4,4,FALSE,2017,0.03,18,97,21,37,707,5371216,422125,93805,0,17500,0,427165,0,34344,0,0,0,0,0,0,34344,6366155
370,Langley ES,-77.00589039,38.91516256,Elementary,es,4,5,FALSE,2017,0.6,178,62,6,70,296,2581967,1283462,25583,5278,119406,0,0,0,15834.07478,187610.9897,0,0,52450.12477,0,83728.81073,339624,4355320
264,LaSalle-Backus EC,-76.99988254,38.95997181,Education Campus,campus,6,4,TRUE,2017,0.57,198,49,107,61,347,3244381,1150268,562833,56297,143039,0,0,0,351413.3358,0,0,0,26370.66418,0,0,377784,5534604
266,Leckie ES,-77.01289191,38.82819645,Elementary,es,2,8,FALSE,2017,0.41,222,102,11,55,537,4062673,562833,46903,82332,231645,0,0,0,279554.017,93805.49486,0,0,50216.3926,0,0,423576,5409962
271,Ludlow-Taylor ES,-76.99649249,38.89874381,Elementary,es,1,6,FALSE,2017,0.29,117,103,3,51,404,3440238,1096976,12792,45742,154447,0,0,0,123959.1154,0,0,0,99276.41464,0,0,223236,4973431
884,Luke Moore HS,-76.99231633,38.93227605,Alternative,other,9,5,TRUE,2017,NA,NA,0,2,23,342,2887150,515930,8528,80920,126176,0,0,0,0,0,0,0,0,0,0,0,3618704
308,Malcolm X ES,-76.98339858,38.84164506,Elementary,es,2,8,TRUE,2017,0.88,220,67,0,39,250,2415497,538819,0,0,99170,0,0,0,208751.1199,93805.49486,0,0,0,0,117203.3853,419760,3473247
273,Mann ES,-77.08782619,38.93429197,Elementary,es,5,3,FALSE,2017,0.02,7,39,44,19,380,3138698,372808,187611,0,9000,0,0,0,13356,0,0,0,0,0,0,13356,3721473
284,Marie Reed ES,-77.04052995,38.91916731,Elementary,es,3,1,FALSE,2017,0.35,142,100,187,41,402,3545238,422125,874565,85326,165830,0,0,0,160223.5944,0,63489.73651,0,47222.35039,0,0,270936,5364019
274,Maury ES,-76.9886575,38.89218486,Elementary,es,5,6,FALSE,2017,0.14,56,83,4,24,400,3337536,375222,17056,0,9575,0,0,0,59945.56131,46902.74743,0,0,0,0,0,106848,3846236
280,Miner ES,-76.98290432,38.89737568,Elementary,es,5,6,FALSE,2017,0.7,279,98,6,65,398,3519622,827628,23688,22871,165830,0,0,0,244330.834,93805.49486,0,0,72267.20732,0,121928.4638,532332,5091971
285,Moten ES,-76.98294365,38.85665719,Elementary,es,4,8,TRUE,2017,0.88,370,87,0,42,421,3430796,541658,0,59816,175947,0,0,0,398978.9445,46902.74743,0,0,22852.08069,0,237226.2274,705960,4914177
287,Murch ES,-77.07007921,38.95293319,Elementary,es,1,3,FALSE,2017,0.04,26,60,59,35,600,4513199,400950,281416,0,15625,0,136137,295745,49608.11918,0,0,0,0,0,0,49608,5692681
288,Nalle ES,-76.93079651,38.88595408,Elementary,es,2,7,TRUE,2017,0.78,305,86,1,39,392,3373621,469027,2132,0,162878,0,0,0,573392.3841,0,0,0,0,0,8547.615858,581940,4589598
291,Orr ES,-76.97448402,38.87179682,Elementary,es,5,8,TRUE,2017,0.78,337,101,1,48,433,3649872,469027,4264,0,175104,0,0,0,409307.794,93805.49486,0,0,0,0,139882.7112,642996,4941263
292,Oyster-Adams Bilingual School,-77.04437725,38.9173092,Education Campus,campus,3,3,FALSE,2017,0.11,75,40,99,67,681,6032467,1010686,469027,0,16600,500000,0,0,143099.9533,0,0,0,0,0,0,143100,8171881
294,Patterson ES,-77.00848471,38.82696603,Elementary,es,3,8,TRUE,2017,0.85,348,70,1,75,411,3406907,1050073,4264,16713,167937,0,0,0,312392.1529,187610.9897,0,0,90894.72843,0,73086.12892,663984,5470958
295,Payne ES,-76.98419491,38.88513231,Elementary,es,2,6,FALSE,2017,0.57,168,70,4,45,295,2578206,1154822,17056,95881,127863,0,0,0,15599.8539,46902.74743,0,0,49136.59993,0,208904.7987,320544,4294371
301,Peabody ES,-76.99985799,38.89289599,Elementary,es,2,6,FALSE,2017,0.11,25,141,0,11,230,2305263,140708,0,0,5675,0,0,0,9545,0,0,0,0,0,38155,47700,2499346
478,Phelps ACE HS,-76.97189763,38.90199169,High,hs,8,5,FALSE,2017,0.67,188,0,11,22,280,2765707,375222,46903,24276,127019,0,0,499164,358704,0,0,0,0,0,0,358704,4196996
299,Plummer ES,-76.93993468,38.88723986,Elementary,es,1,7,FALSE,2017,0.79,321,69,23,55,408,3468759,764104,93805,47501,170045,0,0,0,329941.7372,140708.2423,0,0,47637.1229,0,94180.89765,612468,5156682
300,Powell ES,-77.03122742,38.94153401,Elementary,es,3,4,FALSE,2017,0.49,258,93,252,67,525,4149363,703541,1078763,161855,212675,0,0,0,271609.8508,0,187610.9897,0,33043.15951,0,0,492264,6798461
316,Randle Highlands ES,-76.96435628,38.8700914,Elementary,es,2,7,FALSE,2017,0.62,213,84,0,46,345,3047845,422125,0,0,141775,0,0,0,224717.4032,46902.74743,0,0,0,0,134783.8494,406404,4018149
302,Raymond EC,-77.02643266,38.93581087,Education Campus,campus,6,4,FALSE,2017,0.59,342,102,196,75,578,4800454,750444,1078763,56842,237572,0,0,0,614240.5582,0,0,0,38295.89354,0,0,652536,7576612
459,Roosevelt HS,-77.02777634,38.94360818,High,hs,9,4,TRUE,2017,0.85,510,0,200,121,600,4374306,2076255,1086613,0,206747,400000,0,0,916435.9879,0,0,0,56644,0,0,973080,9117002
456,Roosevelt STAY,-77.02777634,38.94360818,STAY,other,9,4,FALSE,2017,NA,NA,0,22,43,575,3275558,422125,93805,0,19525,0,0,0,0,0,0,0,0,0,0,0,3811013
305,Ross ES,-77.03966215,38.91239081,Elementary,es,4,2,FALSE,2017,0.03,5,33,21,8,174,1883594,112567,93805,0,4175,0,0,0,9540.461039,0,0,0,0,0,0,9540,2103681
307,Savoy ES,-76.99360426,38.86285165,Elementary,es,1,8,TRUE,2017,0.81,280,67,0,28,345,3102981,469027,0,13195,146412,0,0,138784,278174.88,93805.49486,0,0,81943.31192,0,80316.31321,534240,4404639
175,School-Within-School,-76.99318302,38.89756466,Elementary,es,1,6,FALSE,2017,0.07,21,76,0,54,315,2674740,1092423,0,0,8225,0,0,0,13088.38126,0,0,0,0,0,26979.61874,40068,3815456
466,School Without Walls HS,-77.04818647,38.89812379,High,hs,9,2,FALSE,2017,0.17,101,0,2,2,585,3742090,281416,8528,0,14750,495436,532664,0,192708.0737,0,0,0,0,0,0,192708,5267593
409,School Without Walls @ Francis-Stevens EC,-77.052321,38.90746917,Education Campus,campus,9,2,FALSE,2017,0.25,113,79,21,66,454,3978849,925987,93805,80048,74949,0,0,99556,200513.7744,0,0,0,15090.22563,0,0,215604,5468798
309,Seaton ES,-77.02488247,38.91061836,Elementary,es,4,6,FALSE,2017,0.51,173,100,96,45,341,3070682,930540,375222,35186,129127,0,0,0,111428.5552,0,0,0,59952.16511,0,158703.2797,330084,4870841
313,Shepherd ES,-77.03399523,38.98460295,Elementary,es,1,4,FALSE,2017,0.16,57,69,6,28,354,3137322,375222,24423,0,8250,0,0,0,108498.9988,0,0,0,0,0,257.0011796,108756,3653973
315,Simon ES,-77.000195,38.8359802,Elementary,es,4,8,TRUE,2017,0.76,221,49,4,36,292,2448959,426678,18477,0,126176,0,0,0,181338,140708.2423,0,0,0,0,99621.75771,421668,3441958
322,Smothers ES,-76.93846864,38.8935537,Elementary,es,5,7,TRUE,2017,0.77,216,70,6,57,280,2580078,708094,24162,0,118141,0,0,0,150743.9523,93805.49486,0,0,0,0,167578.5529,412128,3842604
427,Sousa MS,-76.95315885,38.88389408,Middle,ms,7,7,FALSE,2017,0.72,183,0,0,62,255,2143200,874531,0,0,106337,0,0,0,349164,0,0,0,0,0,0,349164,3473232
319,Stanton ES,-76.96849023,38.85927177,Elementary,es,2,8,TRUE,2017,0.88,449,87,0,55,513,4241257,656638,0,22871,219420,0,0,0,633054.9949,0,0,0,109677.2073,0,113959.7978,356692,5496878
321,Stoddert ES,-77.0790738,38.92304431,Elementary,es,5,3,FALSE,2017,0.07,31,19,74,18,435,3653883,328319,281416,0,10800,0,0,0,59148.11915,0,0,0,0,0,0,59148,4333567
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2017,0.33,140,0,3,72,424,3327176,729269,12081,0,89122,0,0,0,267120,0,0,0,0,0,0,267120,4424768
