SCHOOLCODE,SCHOOLNAME,LON,LAT,LEVELTEXT,LEVEL,CLUSTER,WARD,FORTYFORTY,YEAR,ATRISKPCT,,ATRISKENROLLMENT,ECEENROLLMENT,ELLENROLLMENT,SPEDENROLLMENT,TOTALENROLLMENT,AMT_ENROLLMENT,AMT_SPED,AMT_ELL,AMT_ASPECR,AMT_TITLE,AMT_SPECIALTY,AMT_PPFM,AMT_STABILIZATION,AMT_SECURITY,AMT_ATRISK_ENROLLMENT,AMT_ATRISK_SPED,AMT_ATRISK_ELL,AMT_ATRISK_SPECIALTY,AMT_ATRISK_ASPECR,AMT_ATRISK_STABILIZATION,AMT_ATRISK_FLEX,AMT_ATRISK,AMT_TOTAL
462,Ballou STAY,-77.00097526,38.83938233,STAY,other,8,8,FALSE,2018,NA,NA,NA,,0,60,586,2884838.69,786847,0,0,12325,0,0,50205.91,0,0,0,0,0,0,0,0,0,3734216.6
204,Bancroft ES,-77.04055344,38.93431802,Elementary,es,3,1,FALSE,2018,0.38,0.38,201,,259,52,536,4237277.64,712710,1172220,21123,225913.29,0,0,0,0,172667,0,97685,0,86485,0,32500,389337,6758580.93
205,Barnard ES,-77.01777708,38.94823061,Elementary,es,5,4,FALSE,2018,0.51,0.51,332,,217,72,653,4985498.52,1257012.5,879165,162975,276121.81,0,0,0,0,400227.5,0,97685,0,119213,0,25958.5,643084,8203856.82
206,Beers ES,-76.95560475,38.86434951,Elementary,es,2,7,FALSE,2018,0.58,0.58,269,,1,105,465,3780850.86,1559055,4440.23,56977,190689.34,0,0,0,0,171080.5,97685,0,0,63101,0,189186.5,521053,6113065.43
402,Benjamin Banneker HS,-77.02397697,38.92383242,High,hs,9,1,FALSE,2018,0.26,0.26,127,,4,1,489,3529206.05,146527.5,17760.91,0,196849.16,690480,0,0,0,171606.06,0,0,0,0,0,74392.94,245999,4826822.62
212,Brent ES,-77.00145985,38.88480087,Elementary,es,4,6,FALSE,2018,0.09,0.09,35,,9,38,405,3493677.84,439582.5,39962.05,0,10100,0,0,0,0,64270.5,0,0,0,0,0,3524.5,67795,4051117.39
213,Brightwood Education Campus,-77.03068885,38.96053539,Education Campus,campus,6,4,FALSE,2018,0.53,0.53,422,,473,76,791,5717178.36,830322.5,2373355,25558,309585.81,0,0,0,0,709692.7,0,0,0,82050,0,25671.3,817414,10073413.66
347,Brookland MS,-76.99182,38.93741,Middle,ms,7,5,FALSE,2018,0.55,0.55,136,,22,57,247,2068705.9,790467.5,97685,0,136960.93,200000,0,50666.8,0,259488.2,0,0,0,0,0,3944,263432.2,3607918.33
404,Browne EC,-76.97066706,38.90259855,Education Campus,campus,6,5,TRUE,2018,0.76,0.76,241,,25,47,319,3461102.84,945982.5,97685,12180,145320.68,0,0,0,0,439220,0,0,0,20608,0,6989,466817,5129088.02
296,Bruce-Monroe ES @ Park View,-77.02118567,38.93441376,Elementary,es,3,1,FALSE,2018,0.53,0.53,255,,237,54,484,4220254.73,704739,1074535,0,204768.92,0,0,0,0,214429,76741,195370,0,0,0,7395,493935,6698232.65
219,Bunker Hill ES,-76.98499564,38.94201213,Elementary,es,6,5,FALSE,2018,0.51,0.51,104,,24,16,203,2054978.28,195370,97685,12615,68247.97,0,0,0,0,10338.5,97685,0,0,32643,0,60781.5,201448,2630344.25
220,Burroughs ES,-76.97845637,38.93350233,Elementary,es,6,5,FALSE,2018,0.5,0.5,158,,14,49,319,3074408.21,808442.5,97685,18783,125056.29,0,0,0,0,16232.5,97685,0,0,63885,0,128243.5,306046,4430421
221,Burrville ES,-76.92445918,38.90056543,Elementary,es,4,7,FALSE,2018,0.73,0.73,257,,1,24,352,3336958.25,244212.5,4440.23,9013,141800.79,0,0,0,0,188823.5,146527.5,0,0,11305,0,151153,497809,4234233.77
247,C.W. Harris ES,-76.9261155,38.8835985,Elementary,es,4,7,TRUE,2018,0.74,0.74,214,,0,65,288,2649456.35,942362,0,0,128136.2,0,0,60484.18,0,20387.5,293055,0,0,0,0,101075.5,414518,4194956.73
360,Cap Hill Montessori @ Logan,-77.0025627,38.89852997,Education Campus,campus,2,6,FALSE,2018,0.12,0.12,45,,5,19,370,3406863.19,293055,13320.68,0,8950,0,0,0,0,85859.9,0,0,0,0,0,1305.1,87165,3809353.87
454,Cardozo EC,-77.02847079,38.9221722,Education Campus,campus,8,1,TRUE,2018,0.83,0.83,728,,477,190,882,7136092.85,3304571,2259707,0,341729.85,0,0,0,0,1098655.54,0,0,0,56644,0,21112.46,1176412,14218512.7
947,Choice Academy,-77.00677595,38.91350276,Alternative,other,7,5,FALSE,2018,NA,NA,NA,,0,0,5,833033.89,293055,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1126138.89
224,Cleveland ES,-77.02270718,38.91514495,Elementary,es,3,1,FALSE,2018,0.5,0.5,164,,46,41,329,3058866.11,464877,195370,27301,138720.89,0,0,0,0,159860,97685,0,0,55367,0,4756,317668,4202803
442,Columbia Heights EC (CHEC),-77.03585831,38.92954443,Education Campus,campus,9,1,FALSE,2018,0.65,0.65,904,,476,130,1400,9115215.93,1718475,2519967,0,528676,81073,0,0,0,1193890.58,0,97685,376612,56644,0,26216.42,1751048,15714454.94
455,Coolidge HS,-77.01957825,38.96728422,High,hs,9,4,TRUE,2018,0.73,0.73,307,,85,93,418,3823075.84,1631524,390740,0,288212.01,0,0,0,0,766881.58,0,0,0,52598,0,8903.42,828383,6961934.85
405,Deal MS,-77.07519907,38.95289641,Middle,ms,7,3,FALSE,2018,0.08,0.08,116,,53,128,1532,9620185.72,1562960,195370,0,36925,0,2151570.88,0,0,220992.4,0,0,0,0,0,3699.6,224692,13791703.6
349,Dorothy Height ES,-77.03087,38.94452,Elementary,es,1,4,FALSE,2018,0.46,0.46,245,,201,45,530,4486698.98,945982.5,781480,0,216208.58,0,0,0,0,467460,0,0,0,0,0,7105,474565,6904935.06
231,Drew ES,-76.91992701,38.89599364,Elementary,es,2,7,TRUE,2018,0.77,0.77,216,,2,48,281,2551259.49,426109.5,4440.23,24740,107016.83,0,0,0,0,124937,266673,0,0,20518,0,6264,418392,3531958.05
467,Dunbar HS,-77.01469386,38.90852322,High,hs,9,5,TRUE,2018,0.77,0.77,470,,16,140,612,5391499.49,2217634,97685,0,283601.59,0,0,0,0,840115.51,0,0,0,56644,0,13630.49,910390,8900810.08
457,Eastern HS,-76.97968429,38.89040233,High,hs,9,6,FALSE,2018,0.73,0.73,609,,7,208,831,5683236.42,2951939.5,31081.59,0,422762.45,0,0,154011.05,0,1054175.13,0,0,0,68782,0,56675.87,1179633,10422664.01
232,Eaton ES,-77.06582114,38.93272674,Elementary,es,5,3,FALSE,2018,0.06,0.06,30,,43,42,478,3720188.99,439582.5,195370,0,11925,0,0,0,0,57239.5,0,0,0,0,0,870,58109.5,4425175.99
407,Eliot-Hine MS,-76.97897792,38.89243116,Middle,ms,7,6,TRUE,2018,0.71,0.71,151,,3,61,213,2204496.59,1195562,13320.68,0,90712.31,0,0,0,0,288108.4,0,0,0,0,0,4379,292487.4,3796578.98
471,Ellington School of the Arts,-77.07030757,38.91344604,Art,hs,8,2,FALSE,2018,0.31,0.31,173,,4,32,559,3861748.37,439582.5,17760.91,0,13125,2750021,0,0,0,79006.75,0,0,251077.61,0,0,5017,335101.36,7417339.14
238,Garfield ES,-76.97080478,38.85173304,Elementary,es,1,8,TRUE,2018,0.85,0.85,252,,1,34,297,2623884.04,1003812.5,4440.23,29269,140040.84,0,0,0,0,439887.47,0,0,0,40929,0,7308,488124.47,4289571.08
239,Garrison ES,-77.02861256,38.91390096,Elementary,es,3,2,FALSE,2018,0.47,0.47,121,,35,47,255,2519931.82,915658.5,195370,18119,105696.86,0,0,0,0,12878,165911.5,0,0,52079,0,3509,234377.5,3989153.68
227,H.D. Cooke ES,-77.03881058,38.92394275,Elementary,es,1,1,TRUE,2018,0.56,0.56,248,,145,35,440,4326879.12,586110,781480,33268,172184.89,0,0,0,0,411313.69,0,0,0,61870,0,7192.31,480376,6380298.01
246,Hardy MS,-77.0686139,38.9155087,Middle,ms,7,2,FALSE,2018,0.24,0.24,91,,24,55,384,3309918.73,945982.5,97685,0,69133.12,0,0,0,0,173493.1,0,0,0,0,0,2773.9,176267,4598986.35
413,Hart MS,-76.99717875,38.83773754,Middle,ms,7,8,TRUE,2018,0.88,0.88,293,,2,90,333,3063910.24,1586302,8880.45,0,167345.04,0,0,865637.75,0,559043.73,0,0,0,0,0,8497.27,567541,6259616.49
258,Hearst ES,-77.07195522,38.94072231,Elementary,es,4,3,FALSE,2018,0.1,0.1,32,,54,39,321,2944842.99,857285,195370,0,7800,0,0,0,0,12213,48842.5,0,0,0,0,928,61983.5,4067281.49
249,Hendley ES,-76.99918485,38.82898558,Elementary,es,1,8,FALSE,2018,0.91,0.91,405,,1,48,445,3779173.25,757932,4440.23,95138,204768.92,0,0,0,0,673594.1,97685,0,0,0,0,13205.9,784485,5625937.4
251,Houston ES,-76.92994765,38.90541499,Elementary,es,2,7,FALSE,2018,0.8,0.8,236,,5,50,294,2697334.67,788515,17760.91,32586,119336.46,0,0,0,0,70559.5,293055,0,0,37612,0,55905.5,457132,4112665.04
252,Hyde-Addison ES,-77.06453782,38.90801923,Elementary,es,5,2,FALSE,2018,0.06,0.06,20,,24,21,335,2989775.06,370812.5,97685,0,8225,10660,0,0,0,13819.5,0,0,24340,0,0,580,38739.5,3515897.06
950,Inspiring Youth Program,-76.97637892,38.88343057,Alternative,other,8,7,FALSE,2018,NA,NA,NA,,0,0,38,589298.07,488425,0,12138,1200,116943,0,0,0,0,0,0,0,0,0,0,0,1208004.07
339,J.O. Wilson ES,-76.99658902,38.90275767,Elementary,es,3,6,FALSE,2018,0.49,0.49,248,,14,79,511,4540267.14,868225,39962.05,53966,218873.51,0,0,0,0,172569.5,244212.5,0,0,41172,0,22422,480376,6201669.69
254,Janney ES,-77.08099483,38.94755009,Elementary,es,5,3,FALSE,2018,0.02,0.02,17,,16,51,730,5221822.2,634952.5,97685,0,18050,0,549280.31,0,0,30212,0,0,0,0,0,2717,32929,6554719
433,Jefferson Middle School Academy,-77.02291066,38.8798706,Middle,ms,7,6,FALSE,2018,0.63,0.63,195,,2,73,311,2650510.38,1063595,8880.45,0,119336.46,0,0,0,0,372060,0,0,0,0,0,5655,377715,4220037.29
416,Johnson MS,-76.98370368,38.85133657,Middle,ms,7,8,TRUE,2018,0.89,0.89,218,,0,50,245,2549447.45,1177587,0,0,126376.25,0,0,0,0,415944.15,0,0,0,0,0,6322,422266.15,4275676.85
421,Kelly Miller MS,-76.93245507,38.89331503,Middle,ms,7,7,TRUE,2018,0.71,0.71,307,,7,87,432,3760758.06,1504924,31081.59,0,195529.2,0,0,0,0,585755.65,0,0,0,0,0,8903.35,594659,6086951.85
257,Ketcham ES,-76.98362116,38.86604236,Elementary,es,3,8,TRUE,2018,0.88,0.88,268,,2,34,306,2966113.24,195370,8880.45,50591,135640.98,0,0,0,0,169822,293055,0,0,7137,0,49102,519116,3875711.67
272,Key ES,-77.10052732,38.9268015,Elementary,es,2,3,FALSE,2018,0.03,0.03,13,,19,20,407,3385003.54,439582.5,97685,0,9925,0,0,0,0,16766,0,0,0,0,0,8415,25181,3957377.04
259,Kimball ES,-76.95757271,38.88308276,Elementary,es,3,7,TRUE,2018,0.81,0.81,316,,0,55,389,3300784.96,419655,0,45189,154560.42,0,0,0,0,239259,293055,0,0,37479,0,42299,612092,4532281.38
344,"King, M.L. ES",-76.99823899,38.84244285,Elementary,es,1,8,TRUE,2018,0.89,0.89,348,,3,40,393,3616730.34,439582.5,13320.68,41546,172624.88,0,0,0,0,474272.64,146527.5,0,0,16182,0,37093.86,674076,4957880.4
417,Kramer MS,-76.98017131,38.87128607,Middle,ms,7,8,TRUE,2018,0.9,0.9,187,,2,59,207,2046556.97,1320494,8880.45,0,107896.8,0,0,275229.68,0,356796.2,0,0,0,0,0,5423,362219.2,4121277.1
261,Lafayette ES,-77.06803712,38.96662722,Elementary,es,4,4,FALSE,2018,0.03,0.03,22,,25,55,779,5752859.39,692782.5,97685,0,19000,0,568643.11,0,0,33034,0,0,0,0,0,9580,42614,7173584
262,Langdon EC,-76.97708186,38.92470383,Elementary,es,6,5,FALSE,2018,0.58,0.58,196,,26,22,338,3055697.72,302042.5,97685,24745,131681.09,0,0,0,0,17822.5,293055,0,0,57923,0,10851.5,379652,3991503.31
370,Langley ES,-77.00589039,38.91516256,Elementary,es,4,5,FALSE,2018,0.61,0.61,174,,21,61,287,2694613,1356444,97685,13547,124616.3,0,0,0,0,15266,195370,0,0,31711,0,94691,337038,4623943.3
264,LaSalle-Backus EC,-76.99988254,38.95997181,Education Campus,campus,6,4,TRUE,2018,0.57,0.57,214,,137,80,375,3303403.27,1202881.5,683795,31139,149280.57,0,0,0,0,345315.2,0,0,0,39059,0,30143.8,414518,5785017.34
266,Leckie ES,-77.01289191,38.82819645,Elementary,es,2,8,FALSE,2018,0.42,0.42,250,,6,50,602,4710453.95,683795,22201.14,53265,241752.82,0,0,0,0,410186.7,0,0,0,66813,0,7250.3,484250,6195717.91
271,Ludlow-Taylor ES,-76.99649249,38.89874381,Elementary,es,1,6,FALSE,2018,0.29,0.29,116,,4,57,395,3512238.06,1159327.5,17760.91,38926,161185.21,0,0,0,0,17551,97685,0,0,106092,0,3364,224692,5114129.68
884,Luke Moore Alternative HS,-76.99231633,38.93227605,Alternative,other,9,5,FALSE,2018,NA,NA,NA,,4,29,393,2251998.19,537267.5,17760.91,64736,131681.09,0,0,434326.32,0,0,0,0,0,0,0,0,0,3437770.01
420,MacFarland MS,-77.0273425,38.9439462,Middle,ms,9,4,FALSE,2018,0.69,0.69,98,,16,14,142,1659957.2,293055,195370,0,28184.16,0,0,0,0,186983.9,0,0,0,0,0,2842.1,189826,2366392.36
308,Malcolm X ES @ Green,-76.98339858,38.84164506,Elementary,es,2,8,TRUE,2018,0.88,0.88,231,,0,38,263,2520926.8,367192,0,0,103496.93,0,0,0,0,66871.5,293055,0,0,0,0,87520.5,447447,3439062.73
273,Mann ES,-77.08782619,38.93429197,Elementary,es,5,3,FALSE,2018,0.02,0.02,9,,28,28,404,3456207.73,293055,97685,0,9475,0,0,0,0,16724.5,0,0,0,0,0,708.5,17433,3873855.73
284,Marie Reed ES,-77.04052995,38.91916731,Elementary,es,3,1,FALSE,2018,0.36,0.36,142,,178,53,398,3886526.94,880911.5,683795,37432,173064.86,0,0,0,0,19232.5,0,97685,35000,107586,0,15550.5,275054,5936784.3
274,Maury ES,-76.9886575,38.89218486,Elementary,es,5,6,FALSE,2018,0.14,0.14,58,,1,30,403,3475803.25,439582.5,4440.23,0,9725,0,0,0,0,110663.5,0,0,0,0,0,1682,112345.5,4041896.47
435,McKinley MS,-77.00412244,38.91521979,Middle,ms,8,5,FALSE,2018,0.61,0.61,135,,8,42,222,2010414.61,909826.5,35521.82,0,98632.08,0,0,0,0,257579.7,0,0,0,0,0,3915.3,261495,3315890.01
458,McKinley Technology HS,-77.00488219,38.9152101,High,hs,8,5,FALSE,2018,0.4,0.4,253,,8,13,639,4606254.31,341897.5,35521.82,0,284481.56,1680585.04,0,0,0,457417.75,0,0,0,0,0,32643.25,490061,7438801.23
280,Miner ES,-76.98290432,38.89737568,Elementary,es,5,6,FALSE,2018,0.71,0.71,271,,10,61,383,3297740.77,965910,39962.05,52855,173064.86,0,0,0,0,397446.5,0,0,0,29813,0,97667.5,524927,5054459.68
285,Moten ES,-76.98294365,38.85665719,Elementary,es,4,8,TRUE,2018,0.88,0.88,371,,0,44,421,3559964.99,321970,0,41989,183624.55,0,0,0,0,276399.5,293055,0,0,28209,0,120963.5,718627,4826175.54
287,Murch ES,-77.07007921,38.95293319,Elementary,es,1,3,FALSE,2018,0.05,0.05,27,,48,38,577,4681294.86,566182.5,195370,0,14325,0,0,0,0,49953.33,0,0,0,0,0,2345.67,52299,5509471.36
288,Nalle ES,-76.93079651,38.88595408,Elementary,es,2,7,TRUE,2018,0.8,0.8,317,,4,42,395,3734382.13,293055,17760.91,0,169984.95,0,0,0,0,385418.5,195370,0,0,0,0,33240.5,614029,4829211.99
290,Noyes ES,-76.99184288,38.92517765,Elementary,es,6,5,TRUE,2018,0.71,0.71,133,,12,43,187,2060786.88,848297.5,97685,26203,84112.5,0,0,0,0,50339,97685,0,0,31525,0,78072,257621,3374705.88
291,Orr ES,-76.97448402,38.87179682,Elementary,es,5,8,TRUE,2018,0.79,0.79,332,,1,48,422,3905174.39,390740,4440.23,0,182744.58,0,0,0,0,323879,195370,0,0,0,0,123835,643084,5126183.2
292,Oyster-Adams Bilingual,-77.04437725,38.9173092,Education Campus,campus,3,3,FALSE,2018,0.11,0.11,77,,98,68,678,6146508.09,1054607.5,488425,0,16850,500000,0,0,0,146916.1,0,0,0,0,0,2233,149149.1,8355539.69
294,Patterson ES,-77.00848471,38.82696603,Elementary,es,3,8,TRUE,2018,0.85,0.85,334,,0,73,391,3408904.68,963957.5,0,83215,175264.8,0,0,0,0,176072.5,390740,0,0,24393,0,55752.5,646958,5278299.97
295,Payne ES,-76.98419491,38.88513231,Elementary,es,2,6,FALSE,2018,0.58,0.58,184,,8,49,318,2893219.12,1163026.5,26641.36,88237,133441.04,0,0,0,0,16835.5,97685,0,0,56781,0,185106.5,356408,4660973.02
301,Peabody ES,-76.99985799,38.89289599,Elementary,es,2,6,FALSE,2018,0.12,0.12,27,,0,11,225,2422872.73,195370,0,0,5725,0,0,0,0,9337.5,0,0,0,0,0,42961.5,52299,2676266.73
478,Phelps ACE HS,-76.97189763,38.90199169,High,hs,8,5,FALSE,2018,0.67,0.67,211,,10,42,313,3122757.67,488425,44402.27,0,132561.07,0,0,0,0,378312.06,0,0,0,24276,0,6119,408707.06,4196853.08
299,Plummer ES,-76.93993468,38.88723986,Elementary,es,1,7,FALSE,2018,0.8,0.8,311,,25,57,391,3540456.16,661915,97685,93194,177464.73,0,0,0,0,126310,293055,0,0,14414,0,168628,602407,5173121.89
300,Powell ES,-77.03122742,38.94153401,Elementary,es,3,4,FALSE,2018,0.5,0.5,266,,279,55,537,4285566.88,634952.5,1221062.5,47115,221953.41,0,0,0,0,298432.5,0,48842.5,0,160253,0,7714,515242,6925892.29
316,Randle Highlands ES,-76.96435628,38.8700914,Elementary,es,2,7,FALSE,2018,0.62,0.62,214,,1,40,345,3260128.27,488425,4440.23,20611,147960.61,0,0,0,0,358725.01,0,0,0,49587,0,6206,414518.01,4336083.12
302,Raymond EC,-77.02643266,38.93581087,Education Campus,campus,6,4,FALSE,2018,0.6,0.6,375,,288,69,630,5672912.31,781480,1396505,18711,247937.64,0,0,0,0,651543.34,0,0,0,63957,0,10875,726375.34,8843921.29
304,River Terrace SEC,-76.95752,38.89495,Special Education Center,other,6,7,FALSE,2018,1,1,70,,6,143,0,1768976.35,2928107,26641.36,3058,54168.4,0,0,0,0,26274.85,0,0,0,29730,0,79585.15,135590,4916541.12
436,Ron Brown College Preparatory HS,-76.9326919,38.9067948,High,hs,2,7,FALSE,2018,0.9,0.9,199,,1,52,220,2328213.36,586110,4440.23,0,51968.46,159129,0,0,0,342045.06,0,0,13371,24276,0,5771,385463.06,3515324.11
459,Roosevelt HS,-77.02777634,38.94360818,High,hs,9,4,TRUE,2018,0.86,0.86,585,,254,133,682,5378882.45,2177779,1355507,0,215768.6,0,0,0,0,901444.11,0,0,150000,64736,0,16965,1133145.11,10261082.16
456,Roosevelt STAY,-77.02777634,38.94360818,STAY,other,9,4,FALSE,2018,NA,NA,NA,,60,50,612,3082836.56,537267.5,293055,0,16250,0,0,72026.7,0,0,0,0,0,0,0,0,0,4001435.76
305,Ross ES,-77.03966215,38.91239081,Elementary,es,4,2,FALSE,2018,0.04,0.04,7,,14,6,173,1966676.65,146527.5,97685,0,4275,0,0,0,0,7179.5,0,0,0,0,0,6379.5,13559,2228723.15
307,Savoy ES,-76.99360426,38.86285165,Elementary,es,1,8,TRUE,2018,0.79,0.79,264,,0,26,334,3055598.05,293055,0,16345,152800.46,0,0,162895.31,0,126121.5,293055,0,0,28913,0,63278.5,511368,4192061.82
409,School Without Walls @ Francis-Stevens,-77.052321,38.90746917,Education Campus,campus,9,2,FALSE,2018,0.25,0.25,122,,42,63,486,4176824.41,974897.5,195370,0,11800,0,0,0,0,232776.2,0,0,0,0,0,3538,236314.2,5595206.1
466,School Without Walls HS,-77.04818647,38.89812379,High,hs,9,2,FALSE,2018,0.18,0.18,100,,0,4,565,3885597.29,244212.5,0,0,15025,482422,446943.9,0,0,177786.31,0,0,13014,0,0,2900,193700.31,5267901
175,School-Within-School @ Goding,-76.99318302,38.89756466,Elementary,es,1,6,FALSE,2018,0.08,0.08,23,,1,51,298,2789693.61,1150340,4440.23,0,7650,0,0,0,0,12865,0,0,0,0,0,31686,44551,3996674.84
309,Seaton ES,-77.02488247,38.91061836,Elementary,es,4,6,FALSE,2018,0.51,0.51,189,,129,42,372,3313138.36,983885,586110,23894,134761,0,0,0,0,116820,0,0,0,58774,0,190499,366093,5407881.36
313,Shepherd ES,-77.03399523,38.98460295,Elementary,es,1,4,FALSE,2018,0.17,0.17,62,,17,23,373,3372934.15,390740,97685,0,9025,0,0,0,0,113081.5,0,0,0,0,0,7012.5,120094,3990478.15
315,Simon ES,-77.000195,38.8359802,Elementary,es,4,8,TRUE,2018,0.76,0.76,204,,4,29,267,2551040.06,497412.5,13320.68,0,131681.09,0,0,0,0,182237.5,97685,0,0,0,0,115225.5,395148,3588602.34
322,Smothers ES,-76.93846864,38.8935537,Elementary,es,5,7,TRUE,2018,0.78,0.78,203,,15,35,261,2491371.82,643940,97685,41989,123296.34,0,0,0,0,150988.5,97685,0,0,28209,0,116328.5,393211,3791493.16
427,Sousa MS,-76.95315885,38.88389408,Middle,ms,7,7,FALSE,2018,0.72,0.72,189,,0,61,261,2288364.46,965910,0,0,110976.71,0,0,0,0,358073,0,0,0,0,0,8020,366093,3731344.17
319,Stanton ES,-76.96849023,38.85927177,Elementary,es,2,8,TRUE,2018,0.88,0.88,451,,0,54,513,4271288.98,195370,0,95138,228993.2,0,0,0,0,185774,488425,0,0,0,0,199388,873587,5664377.18
321,Stoddert ES,-77.0790738,38.92304431,Elementary,es,5,3,FALSE,2018,0.08,0.08,32,,65,17,424,3673198.16,341897.5,293055,0,10875,0,0,0,0,61055.5,0,0,0,0,0,928,61983.5,4381009.16
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2018,0.34,0.34,146,,3,55,435,3507571.82,761552.5,13320.68,0,83057.72,0,0,0,0,278567.8,0,0,0,0,0,4234.2,282802,4648304.72
324,Takoma EC,-77.02279493,38.97504254,Education Campus,campus,6,4,FALSE,2018,0.49,0.49,228,,122,87,470,3894846.1,1305855,586110,45842,204328.94,0,0,0,0,349460.9,0,0,0,74236,0,17939.1,441636,6478618.04
325,Thomas ES,-76.95211091,38.90127864,Elementary,es,1,7,TRUE,2018,0.73,0.73,315,,5,68,430,3813137.89,1092510,22201.14,61759,179664.67,0,0,0,0,555171.2,0,0,0,45849,0,9135,610155.2,5779427.9
326,Thomson ES,-77.02843003,38.903496,Elementary,es,1,2,FALSE,2018,0.43,0.43,132,,139,33,307,3001106.46,390740,586110,21096,124616.3,0,0,0,0,55189,0,97685,0,98982,0,3828,255684,4379352.76
327,Truesdell EC,-77.02507158,38.95396836,Education Campus,campus,6,4,FALSE,2018,0.64,0.64,466,,304,101,727,5221395.16,976850,1396505,39972,255417.42,0,0,0,0,723807.2,0,97685,0,67636,0,13514,902642.2,8792781.78
328,Tubman ES,-77.0294433,38.92919824,Elementary,es,4,1,FALSE,2018,0.63,0.63,327,,286,91,523,4283356.75,941488.75,1074535,32586,237352.95,0,0,0,0,171142.5,219791.25,195370,0,37612,0,9483.25,633399,7202718.45
329,Turner ES,-76.98030993,38.84763494,Elementary,es,1,8,TRUE,2018,0.86,0.86,447,,3,51,517,4237749.24,888152.5,13320.68,65984,202568.99,0,0,0,0,802813.44,0,0,0,16684,0,46341.56,865839,6273614.41
330,Tyler ES,-76.99204166,38.88108402,Elementary,es,3,6,TRUE,2018,0.39,0.39,205,,8,75,525,4465659.29,1188242.5,48842.5,18119,225913.29,0,0,0,0,172290.5,146527.5,0,0,52079,0,26188,397085,6343861.58
331,Van Ness ES,-76.99914,38.87675,Elementary,es,3,6,FALSE,2018,0.22,0.22,49,,2,13,220,2203762.92,387119.5,4440.23,0,4275,0,0,0,0,9130,48842.5,0,0,0,0,36940.5,94913,2694510.64
332,Walker-Jones EC,-77.01391586,38.90419176,Education Campus,campus,5,6,TRUE,2018,0.8,0.8,385,,14,98,480,3948541.49,1248025,39962.05,59848,197729.13,0,0,0,0,360392.6,293055,0,0,35290,0,57007.4,745745,6239850.66
474,Washington Metropolitan HS,-77.01558467,38.92042978,High,hs,8,1,FALSE,2018,NA,NA,NA,,1,56,270,2250855.56,933374.5,4440.23,48552,66048.03,0,0,115831.47,0,0,0,0,0,0,0,0,0,3419101.78
333,Watkins ES,-76.98999677,38.88346667,Elementary,es,2,6,FALSE,2018,0.28,0.28,118,,7,28,426,3280387.18,537267.5,31081.59,31102,10875,0,0,43566.24,0,148637.5,0,0,0,76506,0,3422,228565.5,4162845.01
336,West EC,-77.03225306,38.95136708,Education Campus,campus,6,4,FALSE,2018,0.48,0.48,168,,58,34,347,3363281.04,537267.5,293055,15949,131241.11,0,0,0,0,244453.8,0,0,0,54249,0,26713.2,325416,4666209.65
335,Wheatley EC,-76.98850077,38.90411741,Education Campus,campus,5,5,TRUE,2018,0.77,0.77,263,,17,50,342,3107283.16,781480,97685,30366,156320.36,0,0,250006.35,0,474442.3,0,0,0,27362,0,7627,509431.3,4932572.16
338,Whittier EC,-77.0192386,38.96585694,Education Campus,campus,6,4,FALSE,2018,0.65,0.65,217,,52,74,335,3269598.96,1383612.5,195370,31560,158520.3,0,0,0,0,362928.3,0,0,0,51108,0,6293,420329.3,5458991.06
463,Wilson HS,-77.0777752,38.95015581,High,hs,8,3,FALSE,2018,0.34,0.34,600,,104,195,1745,11316245.7,2460100,586110,0,43875,0,153875.92,0,0,1071972.38,0,0,0,72828,0,17400,1162200.38,15722407
464,"Woodson, H.D. HS",-76.92232214,38.89678282,High,hs,9,7,TRUE,2018,0.8,0.8,485,,3,163,607,5700307.36,2286404,13320.68,0,509295.44,0,0,0,0,844460.33,0,0,0,80920,0,14065,939445.33,9448772.81
861,Youth Services Center,-76.98858584,38.91213926,Alternative,other,8,5,FALSE,2018,NA,NA,NA,,0,0,91,1260477.52,634952.5,8880.45,0,2400,1030650,0,0,0,0,0,0,0,0,0,0,0,2937360.47
202,Aiton ES,-76.93370092,38.89700148,Elementary,es,4,7,TRUE,2019,0.89,0.89,215,,,,241,2291420.68,796629.02,4756.04,41528,111749.6,0,0,0,0,283290.59,0,0,0,0,0,12000,408537.21,3654620.56
203,Amidon-Bowen ES,-77.0181253,38.87951507,Elementary,es,3,6,TRUE,2019,0.73,0.73,257,,,,352,3081252.91,1058211.34,42804.38,99518,164807.18,0,0,0,0,401488.25,0,0,0,0,0,30250,436871.16,4883464.97
450,Anacostia HS,-76.98307725,38.87008373,High,hs,8,8,TRUE,2019,0.94,0.94,325,,,,346,4156912.96,2899241.03,4756.04,75600,177484.65,0,0,890905.09,0,0,0,0,0,0,0,18200,603300.85,8808200.62
452,Ballou HS,-77.00097526,38.83938233,High,hs,8,8,TRUE,2019,0.9,0.9,751,,,,836,6467081.57,3390306.4,19024.17,50400,746945.51,0,0,333476.91,0,94608.28,0,0,0,0,0,61250,1520195.96,12527430.51
462,Ballou STAY,-77.00097526,38.83938233,STAY,other,8,8,FALSE,2019,NA,NA,NA,,,,480,3297354.63,895476.08,9512.08,75600,12375,0,0,0,0,0,0,0,0,0,0,5100,0,4290317.79
